;gene;p_val;avg_log2FC;pct.1;pct.2;p_val_adj;cell;cancer
42309;HCK;3.20E-40;-0.342722629;0.142;0.309;1.07E-35;Macrophage;Breast
42310;NRIP1;3.95E-40;-0.651654494;0.141;0.32;1.33E-35;Macrophage;Breast
42311;DRAP1;4.89E-40;0.839221924;0.31;0.275;1.64E-35;Macrophage;Breast
42312;CST7;5.17E-40;-0.606692843;0.023;0.123;1.73E-35;Macrophage;Breast
42313;RAB5A;5.31E-40;-0.317790763;0.108;0.266;1.78E-35;Macrophage;Breast
42314;ATP5MD;5.61E-40;0.422610394;0.512;0.534;1.88E-35;Macrophage;Breast
42315;SGTB;5.90E-40;-0.348707902;0.041;0.159;1.98E-35;Macrophage;Breast
42316;IFITM2;7.46E-40;1.030861011;0.299;0.223;2.50E-35;Macrophage;Breast
42317;OPN3;8.89E-40;-0.393710475;0.059;0.19;2.98E-35;Macrophage;Breast
42318;SUSD6;9.44E-40;-0.27552083;0.091;0.231;3.17E-35;Macrophage;Breast
42319;FBP1;9.93E-40;0.856916766;0.139;0.021;3.33E-35;Macrophage;Breast
42320;RPL23A;1.05E-39;0.550927244;0.773;0.782;3.51E-35;Macrophage;Breast
42321;CLINT1;1.05E-39;-0.361340222;0.086;0.234;3.53E-35;Macrophage;Breast
42322;SLIRP;1.12E-39;0.851284771;0.357;0.284;3.76E-35;Macrophage;Breast
42323;ETV3;1.34E-39;-0.347741121;0.032;0.14;4.50E-35;Macrophage;Breast
42324;GAB2;1.35E-39;-0.320729805;0.031;0.14;4.53E-35;Macrophage;Breast
42325;NDUFS7;1.49E-39;0.894892421;0.27;0.143;4.99E-35;Macrophage;Breast
42326;SKI;1.54E-39;-0.656583009;0.053;0.181;5.17E-35;Macrophage;Breast
42327;PSMC1;1.95E-39;-0.297026934;0.169;0.344;6.55E-35;Macrophage;Breast
42328;07-Mar;1.96E-39;-0.404731383;0.079;0.225;6.57E-35;Macrophage;Breast
42329;POR;2.09E-39;-0.427941545;0.067;0.206;7.03E-35;Macrophage;Breast
42330;GAPDH;2.17E-39;0.424546533;0.81;0.815;7.27E-35;Macrophage;Breast
42331;PLEKHG2;2.32E-39;-0.299365736;0.023;0.12;7.78E-35;Macrophage;Breast
42332;DNAJC3;2.56E-39;-0.434102047;0.132;0.304;8.58E-35;Macrophage;Breast
42333;IPO5;2.85E-39;-0.287766042;0.056;0.182;9.55E-35;Macrophage;Breast
42334;FAM129B;3.37E-39;-0.366460189;0.052;0.177;1.13E-34;Macrophage;Breast
42335;BAG3;3.51E-39;-0.971162231;0.078;0.219;1.18E-34;Macrophage;Breast
42336;OSM;3.92E-39;-0.50357395;0.062;0.197;1.32E-34;Macrophage;Breast
42337;SH3GLB1;5.05E-39;-0.311580815;0.198;0.382;1.69E-34;Macrophage;Breast
42338;GOLGB1;5.38E-39;-0.375872713;0.136;0.305;1.80E-34;Macrophage;Breast
42339;OAS1;5.85E-39;1.089597251;0.181;0.05;1.96E-34;Macrophage;Breast
42340;SMAP2;7.28E-39;-0.339688821;0.141;0.308;2.44E-34;Macrophage;Breast
42341;HTRA1;7.72E-39;1.102578957;0.203;0.089;2.59E-34;Macrophage;Breast
42342;GTPBP4;7.95E-39;-0.376176933;0.065;0.201;2.67E-34;Macrophage;Breast
42343;C9orf72;8.39E-39;-0.430067098;0.063;0.197;2.81E-34;Macrophage;Breast
42344;ATP5MC1;9.92E-39;0.917889482;0.293;0.168;3.33E-34;Macrophage;Breast
42345;AHI1;1.02E-38;-0.372660093;0.047;0.17;3.42E-34;Macrophage;Breast
42346;AHSA1;1.07E-38;-0.426974999;0.101;0.256;3.58E-34;Macrophage;Breast
42347;NLRP3;1.14E-38;-0.667986631;0.065;0.202;3.83E-34;Macrophage;Breast
42348;S100A11;1.18E-38;0.466193769;0.909;0.892;3.96E-34;Macrophage;Breast
42349;BRD2;1.19E-38;-0.268917365;0.232;0.413;3.98E-34;Macrophage;Breast
42350;METTL9;1.41E-38;-0.367267165;0.107;0.261;4.72E-34;Macrophage;Breast
42351;CHD1;1.44E-38;-0.406866142;0.104;0.26;4.81E-34;Macrophage;Breast
42352;CCL2;1.44E-38;1.339975876;0.315;0.28;4.82E-34;Macrophage;Breast
42353;MIR4435-2HG;1.50E-38;-0.488392647;0.067;0.202;5.02E-34;Macrophage;Breast
42354;SAMD4B;1.52E-38;-0.259506142;0.062;0.188;5.11E-34;Macrophage;Breast
42355;PGD;1.60E-38;-0.408410653;0.131;0.3;5.37E-34;Macrophage;Breast
42356;TIMP1;1.71E-38;-1.614428156;0.314;0.473;5.74E-34;Macrophage;Breast
42357;SMS;1.78E-38;-0.494219008;0.266;0.472;5.95E-34;Macrophage;Breast
42358;ASAP1;1.98E-38;-0.36229113;0.132;0.296;6.65E-34;Macrophage;Breast
42359;TSTD1;2.02E-38;0.874934089;0.177;0.051;6.79E-34;Macrophage;Breast
42360;RABGEF1;2.20E-38;-0.254707737;0.018;0.108;7.37E-34;Macrophage;Breast
42361;PEBP1;2.91E-38;0.724314945;0.355;0.273;9.75E-34;Macrophage;Breast
42362;NAGK;2.94E-38;0.85920183;0.287;0.169;9.87E-34;Macrophage;Breast
42363;TMEM219;3.64E-38;0.866078956;0.295;0.173;1.22E-33;Macrophage;Breast
42364;MORC3;3.72E-38;-0.27166555;0.076;0.208;1.25E-33;Macrophage;Breast
42365;NUCKS1;3.88E-38;0.738840271;0.392;0.34;1.30E-33;Macrophage;Breast
42366;RPL36A;5.54E-38;0.513041561;0.452;0.506;1.86E-33;Macrophage;Breast
42367;MAFK;5.68E-38;-0.29698256;0.033;0.139;1.91E-33;Macrophage;Breast
42368;WNK1;5.99E-38;-0.293732952;0.175;0.347;2.01E-33;Macrophage;Breast
42369;CYB5R3;6.48E-38;-0.303181862;0.129;0.289;2.17E-33;Macrophage;Breast
42370;CCL8;7.07E-38;2.137857796;0.133;0.024;2.37E-33;Macrophage;Breast
42371;LINC01094;7.66E-38;0.532802706;0.11;0.007;2.57E-33;Macrophage;Breast
42372;LAMP1;7.86E-38;-0.40858708;0.304;0.509;2.64E-33;Macrophage;Breast
42373;H2AFJ;8.13E-38;0.905865943;0.286;0.18;2.73E-33;Macrophage;Breast
42374;ZC3H18;8.54E-38;-0.322254882;0.041;0.154;2.86E-33;Macrophage;Breast
42375;C4orf48;9.17E-38;0.830757252;0.363;0.276;3.08E-33;Macrophage;Breast
42376;ERH;1.12E-37;0.638382917;0.337;0.328;3.77E-33;Macrophage;Breast
42377;LPCAT1;1.26E-37;-0.30961365;0.047;0.165;4.23E-33;Macrophage;Breast
42378;PLXDC2;1.28E-37;0.805111177;0.291;0.184;4.30E-33;Macrophage;Breast
42379;IRS2;1.39E-37;-0.313957611;0.093;0.232;4.66E-33;Macrophage;Breast
42380;MT-ND2;1.39E-37;-0.462455938;0.865;0.956;4.67E-33;Macrophage;Breast
42381;DUSP23;1.46E-37;0.84823708;0.207;0.072;4.91E-33;Macrophage;Breast
42382;SLCO3A1;1.55E-37;-0.300811047;0.034;0.141;5.21E-33;Macrophage;Breast
42383;SEC14L1;1.84E-37;-0.274949049;0.114;0.263;6.18E-33;Macrophage;Breast
42384;HMGN1;1.99E-37;0.466540965;0.398;0.432;6.68E-33;Macrophage;Breast
42385;CKB;3.53E-37;-0.848871096;0.047;0.167;1.18E-32;Macrophage;Breast
42386;GABARAPL1;3.77E-37;-0.343948891;0.106;0.255;1.26E-32;Macrophage;Breast
42387;SAR1B;4.13E-37;-0.357055262;0.115;0.272;1.38E-32;Macrophage;Breast
42388;FBRS;4.48E-37;-0.289501028;0.039;0.15;1.50E-32;Macrophage;Breast
42389;SCGB2A2;4.97E-37;2.155062013;0.193;0.057;1.67E-32;Macrophage;Breast
42390;TRAPPC1;5.68E-37;0.949149811;0.282;0.156;1.90E-32;Macrophage;Breast
42391;OSBPL8;6.18E-37;-0.677995267;0.166;0.345;2.07E-32;Macrophage;Breast
42392;SERP1;6.38E-37;0.294720965;0.436;0.52;2.14E-32;Macrophage;Breast
42393;EDF1;6.63E-37;0.359927842;0.483;0.532;2.22E-32;Macrophage;Breast
42394;TMEM59;6.91E-37;0.507111611;0.356;0.366;2.32E-32;Macrophage;Breast
42395;CSF1R;7.32E-37;0.915630616;0.292;0.152;2.46E-32;Macrophage;Breast
42396;PHLDA2;8.36E-37;-0.276599773;0.097;0.231;2.80E-32;Macrophage;Breast
42397;HSBP1;8.49E-37;0.298806872;0.35;0.441;2.85E-32;Macrophage;Breast
42398;PNN;9.12E-37;-0.372702477;0.129;0.29;3.06E-32;Macrophage;Breast
42399;ZNF654;1.09E-36;-0.356246471;0.031;0.134;3.67E-32;Macrophage;Breast
42400;HSP90B1;1.09E-36;-0.280749134;0.416;0.604;3.67E-32;Macrophage;Breast
42401;ARCN1;1.42E-36;-0.262958531;0.077;0.208;4.76E-32;Macrophage;Breast
42402;LARP4;2.01E-36;-0.351238809;0.064;0.195;6.75E-32;Macrophage;Breast
42403;SBDS;2.63E-36;-0.332205458;0.07;0.201;8.83E-32;Macrophage;Breast
42404;EZH2;2.82E-36;-0.265883469;0.027;0.122;9.46E-32;Macrophage;Breast
42405;UBALD2;3.00E-36;-0.305166347;0.076;0.206;1.01E-31;Macrophage;Breast
42406;SLC43A2;4.65E-36;-0.455760365;0.124;0.285;1.56E-31;Macrophage;Breast
42407;PLEKHM1;4.78E-36;-0.299471697;0.032;0.134;1.60E-31;Macrophage;Breast
42408;MRAS;5.78E-36;-0.325663233;0.045;0.159;1.94E-31;Macrophage;Breast
42409;NUFIP2;5.98E-36;-0.391975437;0.181;0.354;2.01E-31;Macrophage;Breast
42410;MCFD2;7.03E-36;-0.353418009;0.092;0.233;2.36E-31;Macrophage;Breast
42411;HMGA1;7.22E-36;-0.414833753;0.148;0.314;2.42E-31;Macrophage;Breast
42412;PSMD2;7.24E-36;-0.375173969;0.125;0.285;2.43E-31;Macrophage;Breast
42413;HGS;7.57E-36;-0.273321831;0.067;0.191;2.54E-31;Macrophage;Breast
42414;RNF24;7.88E-36;-0.288163922;0.021;0.111;2.64E-31;Macrophage;Breast
42415;KRTCAP2;8.27E-36;0.877384009;0.238;0.151;2.77E-31;Macrophage;Breast
42416;SERPING1;8.42E-36;0.89130091;0.236;0.105;2.83E-31;Macrophage;Breast
42417;TBC1D15;9.23E-36;-0.348765608;0.066;0.195;3.09E-31;Macrophage;Breast
42418;KLF9;1.01E-35;-0.408370915;0.057;0.182;3.37E-31;Macrophage;Breast
42419;ZFR;1.01E-35;-0.324798039;0.081;0.216;3.38E-31;Macrophage;Breast
42420;HINT1;1.05E-35;0.397728639;0.558;0.577;3.52E-31;Macrophage;Breast
42421;HSPB1;1.05E-35;0.448494408;0.667;0.501;3.53E-31;Macrophage;Breast
42422;DHRS9;1.09E-35;-0.633370427;0.02;0.104;3.65E-31;Macrophage;Breast
42423;DDT;1.10E-35;0.803984253;0.302;0.2;3.70E-31;Macrophage;Breast
42424;BAX;1.20E-35;0.754817915;0.308;0.293;4.04E-31;Macrophage;Breast
42425;PRR13;1.20E-35;0.623235051;0.381;0.375;4.04E-31;Macrophage;Breast
42426;C19orf70;1.39E-35;0.790493303;0.299;0.187;4.67E-31;Macrophage;Breast
42427;RASGRP3;1.56E-35;-0.491342449;0.091;0.235;5.24E-31;Macrophage;Breast
42428;WAC;1.57E-35;-0.285658657;0.163;0.327;5.27E-31;Macrophage;Breast
42429;XAF1;1.60E-35;0.861934185;0.187;0.053;5.37E-31;Macrophage;Breast
42430;THRAP3;1.64E-35;-0.262199062;0.168;0.332;5.50E-31;Macrophage;Breast
42431;PPIB;1.70E-35;0.544619495;0.463;0.458;5.70E-31;Macrophage;Breast
42432;PARK7;1.78E-35;0.518056831;0.363;0.357;5.97E-31;Macrophage;Breast
42433;IFIT2;1.90E-35;1.089811349;0.136;0.023;6.37E-31;Macrophage;Breast
42434;CTNNA1;1.90E-35;-0.291403343;0.169;0.337;6.38E-31;Macrophage;Breast
42435;C9orf16;2.19E-35;0.783744475;0.276;0.174;7.34E-31;Macrophage;Breast
42436;ANXA7;2.22E-35;-0.3099536;0.166;0.333;7.44E-31;Macrophage;Breast
42437;NPLOC4;2.44E-35;-0.310778959;0.055;0.174;8.18E-31;Macrophage;Breast
42438;CISD3;2.49E-35;0.741565078;0.182;0.052;8.36E-31;Macrophage;Breast
42439;PSMB3;2.65E-35;0.52771852;0.388;0.404;8.89E-31;Macrophage;Breast
42440;AGAP3;2.79E-35;-0.275608509;0.078;0.209;9.34E-31;Macrophage;Breast
42441;RPLP2;3.25E-35;0.35073115;0.923;0.944;1.09E-30;Macrophage;Breast
42442;HSP90AB1;3.44E-35;-1.138391525;0.643;0.728;1.15E-30;Macrophage;Breast
42443;BCLAF1;3.55E-35;-0.355349619;0.152;0.317;1.19E-30;Macrophage;Breast
42444;SERPINB8;4.25E-35;-0.261840816;0.047;0.157;1.43E-30;Macrophage;Breast
42445;SLK;4.59E-35;-0.280075736;0.052;0.168;1.54E-30;Macrophage;Breast
42446;FCGBP;4.89E-35;0.738844889;0.136;0.151;1.64E-30;Macrophage;Breast
42447;MFHAS1;5.03E-35;-0.380213804;0.041;0.152;1.69E-30;Macrophage;Breast
42448;EMD;5.45E-35;-0.289054786;0.072;0.199;1.83E-30;Macrophage;Breast
42449;PPFIA1;6.61E-35;-0.258868462;0.098;0.235;2.22E-30;Macrophage;Breast
42450;LAMTOR5;6.81E-35;0.421015559;0.354;0.396;2.29E-30;Macrophage;Breast
42451;TESK1;6.86E-35;-0.271882426;0.047;0.157;2.30E-30;Macrophage;Breast
42452;SQOR;7.29E-35;-0.388216818;0.189;0.363;2.44E-30;Macrophage;Breast
42453;MANF;7.84E-35;-0.357642608;0.148;0.308;2.63E-30;Macrophage;Breast
42454;HOOK3;8.25E-35;-0.282998302;0.109;0.253;2.77E-30;Macrophage;Breast
42455;NCOR2;8.28E-35;-0.2720004;0.107;0.247;2.78E-30;Macrophage;Breast
42456;DNAJC2;9.31E-35;-0.345008953;0.076;0.208;3.12E-30;Macrophage;Breast
42457;DYNLT1;9.73E-35;0.430618797;0.303;0.377;3.26E-30;Macrophage;Breast
42458;CCDC47;1.04E-34;-0.274779211;0.103;0.243;3.50E-30;Macrophage;Breast
42459;HNRNPA1;1.05E-34;0.315085772;0.416;0.49;3.53E-30;Macrophage;Breast
42460;MPRIP;1.12E-34;-0.275858146;0.032;0.131;3.76E-30;Macrophage;Breast
42461;PRKAG2-AS1;1.33E-34;-0.308503967;0.026;0.12;4.46E-30;Macrophage;Breast
42462;ST3GAL2;1.33E-34;-0.278594974;0.019;0.104;4.48E-30;Macrophage;Breast
42463;C1orf54;1.42E-34;0.940875393;0.209;0.104;4.75E-30;Macrophage;Breast
42464;SRSF3;1.49E-34;-0.361502857;0.384;0.58;4.99E-30;Macrophage;Breast
42465;CCT5;1.55E-34;-0.351039967;0.157;0.322;5.19E-30;Macrophage;Breast
42466;ATP6V1D;1.78E-34;-0.323194526;0.123;0.274;5.99E-30;Macrophage;Breast
42467;NDUFB8;2.02E-34;0.762283312;0.319;0.253;6.78E-30;Macrophage;Breast
42468;FADS3;2.30E-34;-0.306960468;0.031;0.127;7.70E-30;Macrophage;Breast
42469;LRP12;2.30E-34;-0.343612923;0.032;0.133;7.71E-30;Macrophage;Breast
42470;FXR1;2.53E-34;-0.321550239;0.123;0.274;8.48E-30;Macrophage;Breast
42471;LCOR;2.58E-34;-0.285232642;0.085;0.213;8.65E-30;Macrophage;Breast
42472;AAK1;4.06E-34;-0.273208486;0.141;0.292;1.36E-29;Macrophage;Breast
42473;GSTO1;4.33E-34;-0.293376038;0.418;0.616;1.45E-29;Macrophage;Breast
42474;NDUFA13;4.69E-34;0.639049406;0.317;0.303;1.57E-29;Macrophage;Breast
42475;MGP;4.85E-34;0.994845159;0.292;0.245;1.63E-29;Macrophage;Breast
42476;AC016831.5;5.44E-34;-0.381278294;0.069;0.198;1.82E-29;Macrophage;Breast
42477;RPS28;5.57E-34;0.378779906;0.928;0.941;1.87E-29;Macrophage;Breast
42478;SUPT5H;5.92E-34;-0.309465671;0.101;0.239;1.99E-29;Macrophage;Breast
42479;TNF;5.96E-34;-1.465643771;0.117;0.258;2.00E-29;Macrophage;Breast
42480;PPP1R2;6.58E-34;-0.281750328;0.155;0.309;2.21E-29;Macrophage;Breast
42481;N4BP1;6.89E-34;-0.323454451;0.072;0.199;2.31E-29;Macrophage;Breast
42482;APRT;7.17E-34;0.730286575;0.328;0.234;2.40E-29;Macrophage;Breast
42483;GADD45B;7.69E-34;-0.646668554;0.389;0.591;2.58E-29;Macrophage;Breast
42484;XIAP;7.79E-34;-0.251744541;0.107;0.246;2.61E-29;Macrophage;Breast
42485;TSPYL2;1.03E-33;-0.512614631;0.06;0.182;3.45E-29;Macrophage;Breast
42486;ARID4B;1.08E-33;-0.332716938;0.148;0.308;3.61E-29;Macrophage;Breast
42487;H3F3B;1.18E-33;-0.314116188;0.77;0.919;3.97E-29;Macrophage;Breast
42488;GABPB1;1.25E-33;-0.260435067;0.028;0.121;4.19E-29;Macrophage;Breast
42489;NDUFC2;1.29E-33;0.737460327;0.37;0.302;4.33E-29;Macrophage;Breast
42490;CIRBP;1.47E-33;0.304621112;0.381;0.458;4.93E-29;Macrophage;Breast
42491;TFE3;1.55E-33;-0.325349445;0.038;0.141;5.21E-29;Macrophage;Breast
42492;RIOK3;1.61E-33;-0.381181286;0.092;0.231;5.41E-29;Macrophage;Breast
42493;DMAC1;1.87E-33;0.636034003;0.125;0.021;6.27E-29;Macrophage;Breast
42494;MAN1A1;2.11E-33;-0.548210486;0.077;0.21;7.09E-29;Macrophage;Breast
42495;FAU;2.19E-33;0.278938731;0.866;0.907;7.34E-29;Macrophage;Breast
42496;CUTA;2.21E-33;0.800050354;0.297;0.188;7.40E-29;Macrophage;Breast
42497;TROVE2;2.25E-33;-0.250019613;0.081;0.208;7.53E-29;Macrophage;Breast
42498;DAB2;2.40E-33;0.418114304;0.402;0.451;8.05E-29;Macrophage;Breast
42499;NR4A2;2.63E-33;0.637360495;0.353;0.188;8.84E-29;Macrophage;Breast
42500;GTF2H1;2.66E-33;-0.300584927;0.044;0.152;8.93E-29;Macrophage;Breast
42501;ATF6;2.90E-33;-0.355379393;0.107;0.251;9.73E-29;Macrophage;Breast
42502;XRCC6;3.19E-33;-0.252025357;0.184;0.347;1.07E-28;Macrophage;Breast
42503;JOSD1;3.22E-33;-0.28756016;0.078;0.203;1.08E-28;Macrophage;Breast
42504;HSPA5;3.47E-33;-0.549392264;0.284;0.471;1.17E-28;Macrophage;Breast
42505;ADAM9;3.50E-33;-0.254831955;0.107;0.244;1.17E-28;Macrophage;Breast
42506;TOR1AIP2;3.55E-33;-0.285213191;0.083;0.212;1.19E-28;Macrophage;Breast
42507;NHP2;3.72E-33;0.844451204;0.227;0.11;1.25E-28;Macrophage;Breast
42508;RAPGEF2;4.03E-33;-0.339849722;0.037;0.14;1.35E-28;Macrophage;Breast
42509;PRMT9;4.17E-33;0.93556113;0.186;0.061;1.40E-28;Macrophage;Breast
42510;DNAJB11;4.64E-33;-0.314276454;0.096;0.232;1.55E-28;Macrophage;Breast
42511;TFF3;4.71E-33;1.184195298;0.156;0.037;1.58E-28;Macrophage;Breast
42512;OGT;4.94E-33;-0.352253944;0.07;0.194;1.66E-28;Macrophage;Breast
42513;CEBPD;5.11E-33;-0.500960847;0.259;0.444;1.71E-28;Macrophage;Breast
42514;SERTAD1;5.98E-33;-0.288656456;0.121;0.263;2.01E-28;Macrophage;Breast
42515;DNAAF1;6.48E-33;-0.421784704;0.023;0.111;2.17E-28;Macrophage;Breast
42516;YWHAQ;8.04E-33;-0.333370775;0.172;0.332;2.70E-28;Macrophage;Breast
42517;BLOC1S2;8.10E-33;-0.31816654;0.125;0.269;2.72E-28;Macrophage;Breast
42518;APBB1IP;1.25E-32;0.702344096;0.186;0.065;4.18E-28;Macrophage;Breast
42519;MZT2A;1.42E-32;0.842595995;0.21;0.091;4.75E-28;Macrophage;Breast
42520;AFF1;1.64E-32;-0.404218641;0.056;0.172;5.49E-28;Macrophage;Breast
42521;HSPA1A;1.89E-32;-2.12515314;0.646;0.53;6.33E-28;Macrophage;Breast
42522;RFTN1;1.91E-32;-0.345519118;0.037;0.139;6.41E-28;Macrophage;Breast
42523;ARPC1B;1.93E-32;0.522250438;0.389;0.386;6.46E-28;Macrophage;Breast
42524;ITSN2;2.31E-32;-0.279382486;0.117;0.257;7.76E-28;Macrophage;Breast
42525;PTBP1;2.92E-32;-0.260748317;0.133;0.277;9.78E-28;Macrophage;Breast
42526;MMP14;2.99E-32;-0.400348616;0.179;0.339;1.00E-27;Macrophage;Breast
42527;C6orf106;3.69E-32;-0.25484591;0.033;0.127;1.24E-27;Macrophage;Breast
42528;SELPLG;3.72E-32;0.633568204;0.149;0.033;1.25E-27;Macrophage;Breast
42529;SAFB;3.82E-32;-0.251278385;0.07;0.187;1.28E-27;Macrophage;Breast
42530;BNIP3L;3.99E-32;-0.847556419;0.234;0.399;1.34E-27;Macrophage;Breast
42531;PCF11;4.72E-32;-0.383411535;0.102;0.241;1.58E-27;Macrophage;Breast
42532;SCAF4;4.78E-32;-0.320258001;0.035;0.133;1.60E-27;Macrophage;Breast
42533;GGNBP2;4.91E-32;-0.30234371;0.125;0.27;1.65E-27;Macrophage;Breast
42534;MCTP1;5.66E-32;-0.429350917;0.066;0.188;1.90E-27;Macrophage;Breast
42535;COMT;6.53E-32;0.847709936;0.225;0.124;2.19E-27;Macrophage;Breast
42536;PCGF5;7.59E-32;-0.275362477;0.093;0.222;2.54E-27;Macrophage;Breast
42537;LSM5;9.15E-32;0.750286066;0.263;0.196;3.07E-27;Macrophage;Breast
42538;RAB32;9.31E-32;0.671608172;0.241;0.187;3.12E-27;Macrophage;Breast
42539;RALA;1.01E-31;-0.513132467;0.163;0.327;3.39E-27;Macrophage;Breast
42540;CCDC82;1.08E-31;-0.26365456;0.07;0.184;3.63E-27;Macrophage;Breast
42541;WIPI1;1.35E-31;-0.418370271;0.055;0.17;4.54E-27;Macrophage;Breast
42542;HSPA4;1.38E-31;-0.252117226;0.084;0.209;4.62E-27;Macrophage;Breast
42543;FBXO30;1.39E-31;-0.262304077;0.031;0.122;4.66E-27;Macrophage;Breast
42544;NDUFA2;1.63E-31;0.735450161;0.335;0.28;5.45E-27;Macrophage;Breast
42545;IFI35;1.65E-31;0.820151077;0.158;0.043;5.53E-27;Macrophage;Breast
42546;SBNO1;1.87E-31;-0.344070072;0.068;0.19;6.28E-27;Macrophage;Breast
42547;ARF6;1.96E-31;0.286243512;0.327;0.42;6.58E-27;Macrophage;Breast
42548;EIF4B;1.98E-31;-0.272466114;0.199;0.361;6.64E-27;Macrophage;Breast
42549;LUC7L;2.19E-31;-0.322041914;0.065;0.181;7.34E-27;Macrophage;Breast
42550;TMBIM4;2.24E-31;0.611383595;0.339;0.299;7.53E-27;Macrophage;Breast
42551;CEP170;2.29E-31;-0.34153108;0.166;0.324;7.67E-27;Macrophage;Breast
42552;RAD23A;2.72E-31;-0.320058701;0.172;0.33;9.12E-27;Macrophage;Breast
42553;TARS;4.08E-31;-0.363329931;0.063;0.181;1.37E-26;Macrophage;Breast
42554;ZNF800;4.13E-31;-0.294926707;0.046;0.152;1.38E-26;Macrophage;Breast
42555;FAM3C;4.34E-31;-0.276466528;0.06;0.173;1.46E-26;Macrophage;Breast
42556;PSMA3-AS1;4.39E-31;-0.280857447;0.1;0.231;1.47E-26;Macrophage;Breast
42557;IWS1;4.48E-31;-0.412295365;0.061;0.177;1.50E-26;Macrophage;Breast
42558;GTF2H5;4.49E-31;0.785240976;0.219;0.106;1.50E-26;Macrophage;Breast
42559;NXT2;4.72E-31;-0.302424363;0.022;0.105;1.58E-26;Macrophage;Breast
42560;MIR222HG;4.72E-31;-0.272552175;0.021;0.102;1.58E-26;Macrophage;Breast
42561;ALG2;5.40E-31;-0.33600788;0.056;0.168;1.81E-26;Macrophage;Breast
42562;ZNHIT1;5.65E-31;0.724157733;0.258;0.18;1.90E-26;Macrophage;Breast
42563;ALOX5;6.36E-31;0.618743686;0.166;0.047;2.13E-26;Macrophage;Breast
42564;PSEN1;7.61E-31;-0.30401533;0.093;0.223;2.55E-26;Macrophage;Breast
42565;ZNF644;8.03E-31;-0.30624098;0.082;0.208;2.69E-26;Macrophage;Breast
42566;BCL7B;8.13E-31;-0.274841714;0.054;0.162;2.73E-26;Macrophage;Breast
42567;SMC5;1.05E-30;-0.272636043;0.046;0.148;3.51E-26;Macrophage;Breast
42568;KIF1B;1.07E-30;-0.392444605;0.068;0.188;3.60E-26;Macrophage;Breast
42569;MRPL57;1.20E-30;0.810831079;0.27;0.167;4.03E-26;Macrophage;Breast
42570;MARK3;1.47E-30;-0.286020136;0.089;0.211;4.94E-26;Macrophage;Breast
42571;NABP1;2.01E-30;-0.314350629;0.186;0.34;6.74E-26;Macrophage;Breast
42572;CACYBP;2.05E-30;-0.496214221;0.16;0.319;6.88E-26;Macrophage;Breast
42573;SNAP23;2.09E-30;-0.485057782;0.104;0.243;7.01E-26;Macrophage;Breast
42574;MGAT4A;2.57E-30;0.735840994;0.216;0.098;8.61E-26;Macrophage;Breast
42575;DDX21;2.94E-30;-0.47562679;0.219;0.392;9.87E-26;Macrophage;Breast
42576;SLC8A1;3.10E-30;0.759813498;0.161;0.056;1.04E-25;Macrophage;Breast
42577;IQGAP2;3.12E-30;-0.431936851;0.142;0.294;1.05E-25;Macrophage;Breast
42578;MTDH;3.23E-30;0.349219868;0.425;0.452;1.08E-25;Macrophage;Breast
42579;GLO1;3.55E-30;-0.410223975;0.087;0.216;1.19E-25;Macrophage;Breast
42580;NCF1;3.96E-30;0.773393751;0.193;0.071;1.33E-25;Macrophage;Breast
42581;HECA;4.01E-30;-0.257165321;0.066;0.177;1.34E-25;Macrophage;Breast
42582;CCDC85B;4.09E-30;0.787913404;0.203;0.086;1.37E-25;Macrophage;Breast
42583;PSMB8;4.22E-30;0.728898523;0.208;0.1;1.42E-25;Macrophage;Breast
42584;ATP5F1D;5.16E-30;0.535691986;0.343;0.318;1.73E-25;Macrophage;Breast
42585;TMEM147;5.21E-30;0.729357695;0.258;0.184;1.75E-25;Macrophage;Breast
42586;SLC40A1;5.31E-30;0.933812712;0.194;0.08;1.78E-25;Macrophage;Breast
42587;TFRC;5.64E-30;-0.513119234;0.157;0.314;1.89E-25;Macrophage;Breast
42588;DPYSL2;6.44E-30;0.780688593;0.232;0.136;2.16E-25;Macrophage;Breast
42589;SF3B5;6.74E-30;0.469341945;0.297;0.306;2.26E-25;Macrophage;Breast
42590;RHOB;7.25E-30;0.78929269;0.408;0.27;2.43E-25;Macrophage;Breast
42591;G6PD;8.06E-30;-0.342617345;0.055;0.165;2.70E-25;Macrophage;Breast
42592;COPB1;8.48E-30;-0.320128524;0.118;0.257;2.84E-25;Macrophage;Breast
42593;C19orf53;9.66E-30;0.584406024;0.351;0.321;3.24E-25;Macrophage;Breast
42594;UBE2L3;1.13E-29;0.262328984;0.277;0.366;3.78E-25;Macrophage;Breast
42595;MRPL40;1.21E-29;0.675942125;0.157;0.052;4.06E-25;Macrophage;Breast
42596;TFG;1.25E-29;-0.377728084;0.098;0.231;4.21E-25;Macrophage;Breast
42597;LCP1;1.26E-29;-0.29282468;0.281;0.452;4.23E-25;Macrophage;Breast
42598;CEBPA;1.32E-29;0.600763966;0.12;0.022;4.42E-25;Macrophage;Breast
42599;CD63;1.38E-29;-0.382650843;0.798;0.914;4.64E-25;Macrophage;Breast
42600;SERINC2;1.68E-29;-0.481995759;0.07;0.188;5.63E-25;Macrophage;Breast
42601;EPM2AIP1;2.03E-29;-0.27582519;0.05;0.152;6.80E-25;Macrophage;Breast
